SYMBOL,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,VOLUME,DELIVERY
20MICRONS,20181218,42.75,43.0,42.0,42.95,17737,8709
21STCENMGM,20181218,23.75,24.6,23.75,23.75,293,284
3IINFOTECH,20181218,3.6,3.7,3.55,3.65,854883,595296
3MINDIA,20181218,22889.95,23400.0,22551.0,22845.1,1932,1292
3PLAND,20181218,13.0,13.05,11.35,13.05,1615,1301
5PAISA,20181218,188.5,200.0,188.5,195.2,879,595
63MOONS,20181218,93.0,102.6,92.5,98.9,1239210,248419
8KMILES,20181218,155.0,164.9,149.2,164.9,1752645,391368
A2ZINFRA,20181218,12.75,12.9,12.35,12.7,206671,139888
AARTIDRUGS,20181218,565.55,567.85,560.0,565.5,10830,6999
AARTIIND,20181218,1443.5,1445.0,1421.0,1442.7,31277,21815
AARVEEDEN,20181218,24.75,26.1,24.5,25.9,16639,9345
AARVI,20181218,45.5,45.5,45.5,45.5,2000,2000
AAVAS,20181218,836.8,844.8,821.0,835.7,108114,80905
ABAN,20181218,74.1,74.3,73.0,73.75,359235,95185
ABB,20181218,1398.95,1398.95,1321.15,1333.95,546938,432248
ABBOTINDIA,20181218,7648.8,7650.05,7490.0,7504.5,1470,818
ABCAPITAL,20181218,99.25,101.7,98.65,100.55,2809829,939952
ABFRL,20181218,199.9,204.75,199.0,202.5,1195739,641589
ACC,20181218,1499.8,1510.0,1490.35,1501.25,360523,142759
ACCELYA,20181218,959.15,964.0,950.0,958.95,887,548
ACCURACY,20181218,64.5,64.9,64.5,64.9,9600,9600
ACE,20181218,92.95,96.2,91.75,94.75,128377,53378
ADANIENT,20181218,157.7,159.75,156.2,158.05,1689582,117265
ADANIGAS,20181218,99.1,108.4,98.4,106.25,3127798,820985
ADANIGREEN,20181218,44.9,46.8,43.9,44.25,1217941,557638
ADANIPORTS,20181218,369.0,374.35,365.0,372.9,2687027,715128
ADANIPOWER,20181218,52.05,53.2,51.85,52.8,6914284,1220229
ADANITRANS,20181218,216.4,223.25,214.3,218.0,445988,181752
ADFFOODS,20181218,272.95,282.5,269.05,280.15,129977,54775
ADHUNIK,20181218,2.45,2.45,2.3,2.35,24334,20169
ADHUNIKIND,20181218,50.0,53.0,45.8,46.2,44864,19272
ADLABS,20181218,11.1,11.45,11.05,11.2,89169,48677
ADORWELD,20181218,375.0,444.8,373.95,412.5,329907,42083
ADROITINFO,20181218,18.0,18.4,17.0,17.8,4528,3499
ADSL,20181218,14.25,15.05,14.2,14.7,14131,12908
ADVANIHOTR,20181218,62.1,68.85,61.4,65.45,53467,20925
ADVENZYMES,20181218,177.05,178.7,176.0,177.8,16520,9166
AEGISCHEM,20181218,192.9,194.5,190.1,190.3,78172,52392
AGARIND,20181218,175.85,182.85,175.8,180.9,1056,865
